,child,parent
59812,n03062461,n02725242
59813,n03062461,n03850746
59814,n09280380,n09274500
59815,n13656520,n13649054
59816,n14479320,n00024720
59817,n14838677,n14898470
59818,n00784083,n00780889
59819,n14383252,n14382238
59820,n05739613,n05742551
59821,n08175233,n09941964
59822,n00945777,n00945401
59823,n01542567,n01504437
59824,n01096454,n01096245
59825,n09223177,n08630039
59826,n08580803,n08580583
59827,n04540153,n03120491
59828,n10070219,n10086074
59829,n00661847,n00658082
59830,n10004539,n10314952
59831,n14042165,n14034177
59832,n14026285,n14373582
59833,n05962252,n05943300
59834,n06652614,n06652242
59835,n05031367,n05040275
59836,n12988341,n12988158
59837,n10046717,n09617867
59838,n06838760,n06828818
59839,n00577068,n00575741
59840,n09810166,n09629752
59841,n13627935,n13601596
59842,n09278997,n09228324
59843,n01522594,n01342529
59844,n03850966,n03808564
59845,n03850966,n03097890
59846,n09609871,n00007846
59847,n03320845,n03354903
59848,n07534108,n07532440
59849,n09779461,n10356592
59850,n14921777,n14792703
59851,n13792468,n13792183
59852,n14557573,n14557415
59853,n07584423,n07583197
59854,n01399529,n08221348
59855,n14087513,n14086143
59856,n00156390,n00042311
59857,n06983521,n06986276
59858,n14157163,n14074877
59859,n14157163,n14157527
59860,n04805472,n04806512
59861,n10193650,n10193026
59862,n03883664,n03880323
59863,n06102476,n05989479
59864,n03191029,n03144592
59865,n07103671,n07098193
59866,n10497534,n10158756
59867,n07042735,n07050619
59868,n05408388,n14807929
59869,n05408388,n14807558
59870,n05408388,n04522421
59871,n05408388,n05407119
59872,n14526635,n14526182
59873,n07509474,n07509131
59874,n04502364,n03068181
59875,n07552729,n07552087
59876,n12973443,n13077033
59877,n07245125,n06252138
59878,n04747445,n04744814
59879,n14183065,n14174549
59880,n07297633,n07296428
59881,n00547101,n00545501
59882,n02937237,n03014705
59883,n05305806,n05225090
59884,n05305806,n05301392
59885,n14198380,n14070360
59886,n00079603,n00079398
59887,n01258251,n00095502
59888,n11846582,n11573660
59889,n07680416,n07679356
59890,n04532022,n03051540
59891,n06593803,n06593296
59892,n03557840,n02773037
59893,n04301919,n04424218
59894,n15225797,n15225249
59895,n05800611,n05797597
59896,n03121556,n03957420
59897,n03436075,n04298308
59898,n14083368,n14083200
59899,n14356167,n14356044
59900,n07586485,n07583197
59901,n00225593,n00219012
59902,n03773970,n03502509
59903,n07338552,n07339329
59904,n10733891,n09795124
59905,n13780449,n00032823
59906,n00067153,n00066636
59907,n05305136,n05300231
59908,n10354580,n10353928
59909,n07850083,n07566340
59910,n00557865,n00556313
59911,n04961472,n04960729
59912,n07072838,n07066659
59913,n05498300,n05497363
59914,n00553362,n00553173
59915,n13099194,n13096863
59916,n06370268,n06369829
59917,n07429484,n07428954
59918,n13702396,n13604718
59919,n08210254,n08209687
59920,n05291230,n05291010
59921,n09803800,n09882007
59922,n06562802,n06559365
59923,n07635827,n07635155
59924,n05003423,n05002822
59925,n08160586,n08160276
59926,n11550890,n13086908
59927,n03170292,n02743547
59928,n14409718,n14409489
59929,n15276642,n15286249
59930,n04579056,n02876657
59931,n01924800,n02311060
59932,n00391293,n00391086
59933,n14494358,n14488594
59934,n09925459,n10372373
59935,n08243570,n08242799
59936,n07853345,n07850329
59937,n05497922,n05497363
59938,n05939636,n05939432
59939,n15123362,n15122231
59940,n11651259,n11553763
59941,n13953215,n13945919
59942,n09689435,n09641757
59943,n10131590,n10154186
59944,n10155140,n10136959
59945,n07588688,n07583197
59946,n14899530,n00019613
59947,n05394277,n05395098
59948,n09417926,n09310806
59949,n04810727,n04810510
59950,n07474185,n07473441
59951,n07774032,n13128365
59952,n05810948,n05809192
59953,n14037480,n14037011
59954,n04999111,n04998966
59955,n13055423,n13054560
59956,n06693744,n06410391
59957,n00521970,n00520257
59958,n04424418,n00001740
59959,n03897334,n03081660
59960,n00442569,n00427853
59961,n12799119,n11585340
59962,n04955426,n04955160
59963,n13788035,n13786960
59964,n06737758,n06737112
59965,n12605315,n11555413
59966,n10477955,n09632518
59967,n06872785,n06872122
59968,n10274173,n10789118
59969,n06327870,n06326797
59970,n01773319,n01762525
59971,n04800152,n04799881
59972,n00552097,n00548326
59973,n13947174,n13946760
59974,n03581125,n03605722
59975,n05258051,n05257737
59976,n15266568,n15291498
59977,n06241576,n06241156
59978,n12995601,n12992868
59979,n03805503,n03169390
59980,n13594302,n13594005
59981,n08232706,n08231184
59982,n13531318,n15290337
59983,n05471629,n05470189
59984,n03403169,n03076708
59985,n13736550,n13732078
59986,n10536274,n10708454
59987,n04354182,n04092959
59988,n05325153,n05247057
59989,n14122813,n14122497
59990,n00477097,n00104976
59991,n10022645,n10376523
59992,n00214148,n00213903
59993,n06353934,n06353757
59994,n13709360,n13709223
59995,n06914802,n06915313
59996,n03586631,n03748886
59997,n11849017,n11573660
59998,n01476696,n05282746
59999,n07118747,n07118554
60000,n04247175,n03017428
60001,n09391089,n09271904
60002,n02743547,n03129123
60003,n12290116,n11562747
60004,n10621738,n10771636
60005,n02462349,n05470189
60006,n05265981,n05265417
60007,n13909296,n13873502
60008,n03885194,n03309808
60009,n05491308,n05329735
60010,n05491308,n05490799
60011,n00792142,n00791527
60012,n05060052,n05059132
60013,n14341563,n14336539
60014,n01965111,n01939598
60015,n10450161,n10619642
60016,n06453723,n06429590
60017,n05687338,n05686955
60018,n03085333,n03820728
60019,n05182452,n05176846
60020,n13400024,n13399782
60021,n10546428,n10371741
60022,n06918832,n06918396
60023,n05185106,n05182563
60024,n00603512,n00599472
60025,n05062748,n04916342
60026,n05731223,n05730365
60027,n00454493,n00454237
60028,n13917334,n13915999
60029,n01375913,n01352059
60030,n00267821,n00267522
60031,n13638244,n13633704
60032,n10553140,n10140314
60033,n03978575,n02778669
60034,n07969695,n07950920
60035,n04884995,n04884817
60036,n05117660,n05093890
60037,n09976024,n10118844
60038,n05202034,n05201813
60039,n01696849,n01656813
60040,n06858384,n06865345
60041,n08638141,n08633957
60042,n09546772,n09540430
60043,n01989097,n01759182
60044,n00298047,n00297532
60045,n14069383,n14204950
60046,n00138734,n00138599
60047,n01889328,n01862557
60048,n07263503,n07263220
60049,n10556518,n10438172
60050,n05634457,n05633385
60051,n06269130,n06268096
60052,n01068423,n01066163
60053,n13551965,n13526110
60054,n01007463,n01006675
60055,n07598734,n07597365
60056,n07361717,n07301336
60057,n07361717,n07332956
60058,n02674482,n02707683
60059,n14059928,n14052403
60060,n05254077,n05303402
60061,n09729945,n09686536
60062,n13835546,n13827426
60063,n06196284,n06193203
60064,n05109808,n05107765
60065,n08291157,n08287844
60066,n14056280,n14304060
60067,n15220503,n15219351
60068,n01045924,n01028655
60069,n09312645,n00002452
60070,n11636389,n11554175
60071,n14670481,n14662574
60072,n14014621,n14034177
60073,n09758173,n09628382
60074,n06649915,n06643408
60075,n05354238,n05333777
60076,n14584260,n00020090
60077,n14216793,n14215331
60078,n05103503,n05101815
60079,n14104645,n14103510
60080,n13091227,n13091057
60081,n07234230,n06561942
60082,n14997529,n14818238
60083,n01475648,n01474283
60084,n14692973,n14662574
60085,n06325576,n06325370
60086,n06646628,n06797169
60087,n03803610,n03247620
60088,n02411075,n01864707
60089,n10133850,n10133644
60090,n07080868,n00407535
60091,n10460193,n10162780
60092,n13678700,n13662190
60093,n06760969,n06758225
60094,n05339751,n05339357
60095,n02950256,n02746365
60096,n04900597,n04898804
60097,n10457903,n09923673
60098,n05107322,n05106633
60099,n08064523,n07951464
60100,n04059157,n03051540
60101,n06504838,n06502378
60102,n08246302,n08245172
60103,n14216653,n14215331
60104,n02827883,n13875571
60105,n06090397,n06084469
60106,n06519077,n06518719
60107,n01244127,n01243674
60108,n13368052,n13366693
60109,n10500217,n10418101
60110,n03385117,n05075602
60111,n00318391,n00317207
60112,n03444268,n13914608
60113,n00429048,n00426928
60114,n12902297,n11579418
60115,n04685062,n04683814
60116,n14944317,n14825982
60117,n11494287,n11493827
60118,n07310507,n07309781
60119,n11515051,n11514805
60120,n13092987,n13091774
60121,n06516955,n06516595
60122,n09864252,n09780676
60123,n09218044,n09416076
60124,n10413276,n10412910
60125,n07903643,n07903208
60126,n13303759,n13275847
60127,n14516256,n13934596
60128,n04670531,n04616059
60129,n12718807,n11585340
60130,n05271607,n05269901
60131,n11442073,n11439690
60132,n14290534,n14290881
60133,n08499357,n08497294
60134,n13452947,n13459322
60135,n05314919,n05254795
60136,n13634205,n13602526
60137,n02747672,n04060904
60138,n10680153,n10648237
60139,n04666083,n04665813
60140,n00295563,n00295172
60141,n15242209,n15160866
60142,n10520544,n10006842
60143,n01902368,n05581349
60144,n10227166,n10099375
60145,n12581381,n11555413
60146,n05440207,n14830364
60147,n13923219,n14512817
60148,n05058580,n05044528
60149,n04443766,n03797390
60150,n08076253,n08075929
60151,n07378682,n07382572
60152,n12404484,n11567411
60153,n02625132,n01432517
60154,n04354966,n03624653
60155,n02291391,n01759182
60156,n13510638,n13567344
60157,n14297696,n14052403
60158,n07200290,n07199565
60159,n00557419,n00556313
60160,n00306900,n00295701
60161,n01939598,n08108972
60162,n08521816,n08620061
60163,n03538179,n03100490
60164,n14924915,n15109127
60165,n10785203,n10035952
60166,n02497214,n01342529
60167,n11624367,n11554175
60168,n00297062,n00295701
60169,n07344015,n07296190
60170,n14501172,n14500908
60171,n02527145,n01429349
60172,n12695572,n15098161
60173,n02657805,n01429349
60174,n01115162,n01117541
60175,n00387897,n00387657
60176,n06060336,n06057539
60177,n10084043,n09918248
60178,n10084043,n09619168
60179,n03651947,n03969627
60180,n04853212,n04852088
60181,n03427084,n04602044
60182,n00554850,n00333829
60183,n05784560,n05770926
60184,n04571292,n04285146
60185,n06134510,n06125041
60186,n13875392,n13900287
60187,n01668257,n01657723
60188,n13704643,n13704529
60189,n07788340,n07787715
60190,n14644654,n14625458
60191,n05047778,n05046009
60192,n13705800,n13604718
60193,n05455563,n05221895
60194,n14329262,n14322699
60195,n04941453,n04941325
60196,n01717666,n01656813
60197,n11656380,n11554175
60198,n06015271,n06013741
60199,n00461402,n00899049
60200,n14776924,n14778019
60201,n08394423,n08191230
60202,n07579076,n07578879
60203,n14271667,n14276649
60204,n05721019,n05720826
60205,n08108784,n07992450
60206,n04591157,n03815615
60207,n02157285,n00015388
60208,n14054262,n14052403
60209,n02744323,n03519981
60210,n02233096,n01342529
60211,n09587565,n09483738
60212,n07105475,n07098193
60213,n02003994,n01507175
60214,n07478169,n07296428
60215,n05936300,n05936130
60216,n06496116,n06481320
60217,n03144262,n03511426
60218,n12030479,n11579418
60219,n04256891,n02778669
60220,n03282591,n03178782
60221,n04706290,n04706087
60222,n09421425,n00019128
60223,n13657080,n13649054
60224,n02674101,n02673291
60225,n15131448,n15130434
60226,n13647353,n13602922
60227,n02255144,n01762525
60228,n00540895,n00539121
60229,n04620741,n04621738
60230,n05335515,n05335310
60231,n14615724,n15010703
60232,n06010737,n05728024
60233,n00259894,n00259643
60234,n14093723,n14501726
60235,n06975368,n06973610
60236,n08269114,n08268962
60237,n06300823,n06503724
60238,n11751598,n11585340
60239,n04965574,n04965451
60240,n12565590,n12522493
60241,n07366971,n07366289
60242,n13976907,n13975752
60243,n14233717,n14233267
60244,n14104118,n14553590
60245,n13012253,n12998815
60246,n05140086,n05139561
60247,n13290991,n13290676
60248,n01425634,n01421807
60249,n14221741,n14219661
60250,n07353716,n07353376
60251,n15002546,n14959644
60252,n10596272,n10101427
60253,n07599911,n07599783
60254,n07619594,n07623933
60255,n04228844,n15101854
60256,n00248368,n00199130
60257,n03726993,n03976657
60258,n14328720,n14322699
60259,n05896515,n05896059
60260,n15208036,n15206296
60261,n13677579,n13662190
60262,n02403920,n01887896
60263,n10138369,n00007846
60264,n06626286,n06625329
60265,n04863675,n04861486
60266,n08619524,n08598301
60267,n08344917,n08342039
60268,n10379376,n10576962
60269,n00797878,n00795720
60270,n07426406,n07425011
60271,n12465796,n11556187
60272,n08358824,n08358594
60273,n09503877,n00007347
60274,n06679308,n06679167
60275,n09606873,n09606527
60276,n08367880,n07950920
60277,n02585168,n05470189
60278,n07818133,n07809368
60279,n05620190,n05619743
60280,n02005598,n01504437
60281,n09705471,n09634494
60282,n01326751,n01326291
60283,n09810983,n10720453
60284,n08332090,n08329453
60285,n11461825,n11525955
60286,n03436182,n04315948
60287,n06942874,n06941644
60288,n07118554,n07118367
60289,n14307724,n14304060
60290,n00463116,n00455599
60291,n06817312,n06817173
60292,n10195155,n10405694
60293,n10508008,n10791221
60294,n01730679,n01657723
60295,n01336076,n01335659
60296,n03157582,n02720725
60297,n12659203,n11585340
60298,n02152559,n02151625
60299,n03825673,n03309808
60300,n06419628,n06418901
60301,n07998323,n07997703
60302,n13194328,n13167078
60303,n08354352,n08057206
60304,n13321230,n13320168
60305,n02268334,n01342529
60306,n01331867,n01335659
60307,n14154832,n14154669
60308,n05242622,n05241827
60309,n09837459,n10340312
60310,n10526534,n00007846
60311,n07945369,n08160276
60312,n15080055,n14887026
60313,n05331988,n05517578
60314,n07659684,n07658168
60315,n13428608,n13526110
60316,n01233917,n01233397
60317,n08515457,n08512736
60318,n06413020,n06417598
60319,n04459610,n03309808
60320,n03472672,n04285803
60321,n07842605,n07557434
60322,n14666758,n14662574
60323,n06621771,n06619428
60324,n05445668,n05297523
60325,n08052413,n08050678
60326,n08262937,n08256968
60327,n06906028,n06991764
60328,n04257385,n04253437
60329,n14786110,n14589223
60330,n07914128,n07881800
60331,n07341038,n07296190
60332,n09424270,n09239740
60333,n13055949,n13054560
60334,n15072857,n14999913
60335,n05721500,n05721180
60336,n05508534,n05236848
60337,n06496299,n06481320
60338,n13088858,n13088096
60339,n10783352,n10768903
60340,n15004874,n14806838
60341,n07520411,n07519253
60342,n10302576,n10787470
60343,n10302576,n10164605
60344,n04977561,n04976952
60345,n04640356,n04640176
60346,n14551986,n13920835
60347,n13749778,n13745420
60348,n10228592,n10225219
60349,n07826250,n07809096
60350,n10597889,n10780632
60351,n01956849,n01904182
60352,n08073992,n08061042
60353,n06508816,n06647206
60354,n14236595,n14235200
60355,n04100174,n03563967
60356,n04693096,n04692157
60357,n12370384,n11575425
60358,n14526182,n14524849
60359,n05699906,n05669934
60360,n10182913,n00007846
60361,n06408779,n06362953
60362,n00422551,n00421437
60363,n09843956,n09835506
60364,n09804343,n09927451
60365,n09874260,n09977660
60366,n13302621,n13275847
60367,n02560383,n01432517
60368,n15070699,n14605787
60369,n00156625,n00156390
60370,n00967622,n00973077
60371,n07048928,n07048000
60372,n10249270,n09623038
60373,n06141324,n05993844
60374,n05952367,n05941423
60375,n13393265,n13388245
60376,n14125774,n14125466
60377,n08213424,n08213205
60378,n12387201,n11565385
60379,n08683383,n00027167
60380,n14496710,n13920835
60381,n14835686,n14997393
60382,n00043195,n00030358
60383,n13553251,n13518963
60384,n08509786,n08630039
60385,n07950685,n07942152
60386,n12189293,n11575425
60387,n09682803,n09682291
60388,n03347855,n04478657
60389,n14063877,n14063633
60390,n10643584,n09622302
60391,n00905842,n00904623
60392,n03694098,n03167666
60393,n06936461,n06934389
60394,n14246097,n14246359
60395,n07680168,n07679356
60396,n14607378,n14601829
60397,n06258852,n15105268
60398,n08625684,n08625462
60399,n12994711,n13087625
60400,n08068597,n08068151
60401,n09370006,n09308398
60402,n11438612,n11525955
60403,n06478988,n06471345
60404,n01253060,n00044455
60405,n06925103,n06923880
60406,n06315454,n06314808
60407,n00618436,n00606370
60408,n07139873,n06252138
60409,n07266776,n07266178
60410,n14924067,n14605787
60411,n02552737,n01429349
60412,n06057172,n06056923
60413,n07916183,n07911677
60414,n14189204,n14053850
60415,n09994673,n09922799
60416,n09776807,n10077593
60417,n05179838,n05179567
60418,n12374238,n11575425
60419,n12130408,n11556857
60420,n06724437,n07206887
60421,n05282247,n05282433
60422,n06689297,n06686736
60423,n01101661,n01101329
60424,n05461816,n05237227
60425,n05407772,n05404728
60426,n02709637,n02999410
60427,n10427359,n10304383
60428,n04551375,n03304730
60429,n03762067,n03076708
60430,n03263338,n02756098
60431,n05628031,n05627785
60432,n14882248,n14882117
60433,n07324917,n07324673
60434,n10207077,n10206887
60435,n00190931,n00046344
60436,n13530408,n13447361
60437,n14977358,n14992287
60438,n03346898,n03550916
60439,n01243674,n01242164
60440,n12020388,n11579418
60441,n06004685,n06003682
60442,n05785311,n05784831
60443,n04726724,n04723816
60444,n04131929,n04476259
60445,n13038068,n13037406
60446,n07815956,n07815588
60447,n07607832,n07607707
60448,n14371449,n14371161
60449,n07054336,n07020895
60450,n04808965,n04808639
60451,n04993413,n04916342
60452,n03090598,n03780392
60453,n09807495,n09710164
60454,n14913633,n14803074
60455,n12842105,n11579418
60456,n04863497,n04863074
60457,n07508232,n07523905
60458,n07508232,n07507098
60459,n07471246,n07470671
60460,n14698568,n14698698
60461,n05466892,n05465567
60462,n00441235,n00350030
60463,n13900760,n00027807
60464,n12618942,n11534677
60465,n00995134,n00954751
60466,n09653014,n09656673
60467,n10305062,n10782940
60468,n06947032,n06946823
60469,n10230335,n10307234
60470,n05553768,n05585665
60471,n07828275,n07809368
60472,n15074203,n05407119
60473,n01818169,n01507175
60474,n00367768,n00365709
60475,n00003553,n00002684
60476,n15060449,n14662574
60477,n13757249,n13576355
60478,n14536331,n14534696
60479,n01919912,n01342529
60480,n00978993,n00978413
60481,n02490435,n01864707
60482,n10335123,n10605985
60483,n10096725,n10760340
60484,n00231161,n00230324
60485,n06524552,n06520944
60486,n06832033,n06828818
60487,n01526925,n01504437
60488,n00645365,n00635850
60489,n02977438,n02976939
60490,n14050434,n14050143
60491,n13241182,n05178394
60492,n05547904,n05248181
60493,n12382699,n11575425
60494,n01098265,n01097292
60495,n00978005,n00977301
60496,n04414476,n03309808
60497,n04414476,n04459610
60498,n02764779,n04182322
60499,n07628870,n07622061
60500,n07358985,n07358576
60501,n07880583,n07640203
60502,n09851465,n10148165
60503,n10059904,n10806222
60504,n06634960,n06634376
60505,n13751265,n13745420
60506,n00797468,n00795720
60507,n03040836,n04096066
60508,n13912992,n05071027
60509,n03396074,n02788689
60510,n05819644,n05819453
60511,n13221807,n11534677
60512,n05002155,n05001482
60513,n05144880,n05144663
60514,n07937069,n07936745
60515,n08588294,n08630039
60516,n04513556,n02690941
60517,n02706916,n04522904
60518,n07356970,n07355887
60519,n07503260,n07501545
60520,n09793141,n00007846
60521,n08259611,n08256968
60522,n02372813,n01864707
60523,n10702483,n10200047
60524,n01624987,n01507175
60525,n05641720,n05648247
60526,n14450540,n14449405
60527,n14431738,n13945919
60528,n13410803,n05662532
60529,n07012135,n07009946
60530,n00051525,n00049003
60531,n07594250,n07882886
60532,n05463449,n05462674
60533,n07459249,n07458453
60534,n04765691,n04764412
60535,n04336645,n04331126
60536,n05431926,n00006484
60537,n12876032,n11566230
60538,n14353008,n14102075
60539,n07056265,n07054433
60540,n13918816,n13887509
60541,n06033692,n06032246
60542,n13281641,n13281476
60543,n14953968,n14732946
60544,n04817280,n04815321
60545,n10314305,n10477077
60546,n00709843,n00657604
60547,n15151255,n15144371
60548,n00334356,n00331950
60549,n06022291,n06021499
60550,n13337322,n05138488
60551,n14928008,n15074962
60552,n12966804,n12992868
60553,n04476526,n04380617
60554,n00663094,n00661091
60555,n02831894,n02906734
60556,n05301908,n05249636
60557,n09698337,n09698108
60558,n04573129,n04493505
60559,n10556235,n09765278
60560,n02399942,n05395690
60561,n13635698,n13583724
60562,n10026058,n09608709
60563,n00331655,n00279835
60564,n07001446,n06999802
60565,n13844212,n00031921
60566,n13308543,n13308147
60567,n00719148,n00712225
60568,n03131325,n03282933
60569,n05201060,n05200169
60570,n06976959,n06976680
60571,n06836275,n06828818
60572,n07623263,n07622708
60573,n06127057,n06126761
60574,n07244154,n07243837
60575,n03670622,n02716866
60576,n09526107,n09522978
60577,n02436067,n01864707
60578,n01048210,n01047338
60579,n11812573,n11573660
60580,n15206744,n04676540
60581,n15206744,n15113229
60582,n05760751,n05760202
60583,n00051385,n00051192
60584,n04334105,n03236735
60585,n02790823,n04594218
60586,n13157595,n13156083
60587,n03018058,n03368878
60588,n15037249,n15036916
60589,n02061716,n01504437
60590,n10353475,n10200781
60591,n13396603,n13396485
60592,n04085181,n04213626
60593,n00294366,n00294190
60594,n11534161,n13088096
60595,n03702719,n04049405
60596,n00256217,n00255710
60597,n09964411,n00007846
60598,n05963299,n05963101
60599,n02800793,n03076708
60600,n09833751,n09764381
60601,n13523208,n13518963
60602,n14725364,n14931879
60603,n05410901,n05410646
60604,n05571501,n05570839
60605,n04552195,n02681518
60606,n07530478,n07526757
60607,n10113249,n10434424
60608,n13700870,n13604718
60609,n05273223,n05271814
60610,n05235217,n05230603
60611,n00568166,n00566690
60612,n09778676,n10209082
60613,n00939628,n00939452
60614,n07440411,n07440240
60615,n03266195,n03780392
60616,n06301672,n06286395
60617,n01014990,n01014066
60618,n00943600,n00153288
60619,n00943600,n00943187
60620,n14994328,n14818238
60621,n11799158,n11585340
60622,n00819024,n00817680
60623,n03219966,n03589791
60624,n09910222,n10035430
60625,n03267821,n02785648
60626,n07319103,n07283608
60627,n05925862,n05923696
60628,n07075006,n07069948
60629,n07116304,n01074694
60630,n00483313,n00482298
60631,n01214557,n01214171
60632,n14804039,n14592610
60633,n06651577,n06650701
60634,n00523263,n00520257
60635,n07293180,n07292694
60636,n07343574,n07343363
60637,n09671974,n09651123
60638,n12743232,n11567411
60639,n09711661,n09710164
60640,n14254570,n14252864
60641,n12992868,n00004475
60642,n00412572,n00410247
60643,n14181948,n14176895
60644,n07570237,n14728724
60645,n08630039,n00027167
60646,n00147187,n00145218
60647,n07361863,n07361717
60648,n11931756,n11579418
60649,n10314517,n09870208
60650,n08055964,n08055824
60651,n07102802,n07098193
60652,n07245686,n06252138
60653,n04121342,n03529444
60654,n14413411,n13937554
60655,n01365322,n01353411
60656,n15223750,n15223343
60657,n07472168,n07456638
60658,n09641578,n09638875
60659,n09641578,n09679316
60660,n01755274,n01657723
60661,n10093167,n09963159
60662,n06158057,n06153846
60663,n15070098,n15010703
60664,n10604880,n10029068
60665,n13390525,n13388245
60666,n04540053,n02778669
60667,n09260218,n09257949
60668,n10468750,n09758885
60669,n00102374,n00100253
60670,n07192990,n07185325
60671,n14049098,n14501726
60672,n13358260,n13356985
60673,n01648993,n01626600
60674,n08368631,n08368308
60675,n08661063,n08660934
60676,n13856110,n13854649
60677,n13439390,n13526110
60678,n08311933,n08310949
60679,n06208409,n06208021
60680,n11906359,n11575425
60681,n00424599,n00419908
60682,n08316965,n08312559
60683,n13735476,n13733066
60684,n06666210,n06665108
60685,n12748815,n11567411
60686,n14329460,n14322699
60687,n09524555,n09522978
60688,n15170178,n15169873
60689,n09178727,n00023773
60690,n10033412,n10120816
60691,n09661731,n09657887
60692,n13414310,n13403643
60693,n14578792,n00024720
60694,n04592596,n04230221
60695,n10328123,n10043643
60696,n01143580,n01143040
60697,n05060783,n07296428
60698,n02497983,n01864707
60699,n13697134,n13697011
60700,n10436707,n10293332
60701,n07210951,n07109847
60702,n01202799,n00383606
60703,n10578021,n10533013
60704,n04979203,n04978792
60705,n02656426,n01429349
60706,n05343408,n05333777
60707,n05783940,n05772356
60708,n10627899,n09631129
60709,n03866082,n04230808
60710,n00600871,n00599472
60711,n11749462,n11585340
60712,n04839154,n04850117
60713,n08506641,n08673395
60714,n14853647,n14852450
60715,n04186268,n04447443
60716,n04186268,n09282724
60717,n12532720,n11585340
60718,n10339966,n09812338
60719,n01614195,n01507175
60720,n08524404,n08521816
60721,n05057917,n05056490
60722,n08195636,n08008335
60723,n02545387,n08111027
60724,n14834013,n14844693
60725,n00111962,n00110057
60726,n03367663,n08292756
60727,n02807260,n03672352
60728,n13363365,n13360498
60729,n07328756,n07326557
60730,n05842387,n05841351
60731,n07931870,n07930554
60732,n06096600,n06095022
60733,n09725402,n09686536
60734,n03016609,n03819595
60735,n11463544,n11473954
60736,n05697135,n05669934
60737,n01391569,n01342529
60738,n01320692,n00004475
60739,n13292104,n13291831
60740,n08611063,n08497294
60741,n09721088,n09686536
60742,n00447073,n00523513
60743,n07550666,n07550369
60744,n07102373,n07098193
60745,n00641109,n00640889
60746,n10580304,n09681351
60747,n12110630,n11556857
60748,n02965617,n03740161
60749,n05964098,n05943300
60750,n00975270,n00972621
60751,n06779096,n06778102
60752,n15108087,n14971519
60753,n08284370,n08276720
60754,n04216106,n04048075
60755,n03461037,n04584207
60756,n02393024,n01864707
60757,n02768864,n04145056
60758,n06089314,n06084469
60759,n07379852,n07387509
60760,n12931738,n11585340
60761,n12931738,n12930044
60762,n07776866,n07555863
60763,n02902411,n02852523
60764,n01968115,n08103777
60765,n00058247,n00058002
60766,n10775536,n10293332
60767,n10166394,n09625789
60768,n05385161,n05512139
60769,n07145783,n07142566
60770,n03913702,n03740161
60771,n05459232,n05229622
60772,n05459232,n05430628
60773,n00217593,n00217014
60774,n03869222,n02717901
60775,n13061921,n11594676
60776,n06530255,n06529219
60777,n05538016,n05249636
60778,n14888124,n14607521
60779,n05452845,n05451384
60780,n03867355,n03910417
60781,n02808968,n04348359
60782,n13549311,n13478055
60783,n02198332,n01759182
60784,n03747103,n03808564
60785,n02243351,n01759182
60786,n03417749,n04610879
60787,n05983463,n05982152
60788,n08198137,n08208016
60789,n09606380,n09621545
60790,n04500866,n03892891
60791,n02006510,n01504437
60792,n14979961,n14812047
60793,n14979961,n15078050
60794,n05520699,n05397178
60795,n07427337,n07359599
60796,n01162376,n01160342
60797,n10097590,n09716047
60798,n13987219,n13986679
60799,n10078643,n10403876
60800,n10548419,n10548681
60801,n04691178,n04673965
60802,n08136260,n08348815
60803,n04605446,n03045337
60804,n13694657,n13694552
60805,n11442298,n11473954
60806,n00263642,n00262249
60807,n10332385,n10399491
60808,n05733864,n05733583
60809,n04940964,n04940496
60810,n05458990,n05458412
60811,n05769833,n05767733
60812,n05688630,n05686955
60813,n06487610,n06481320
60814,n01540969,n01507175
60815,n13685578,n13685346
60816,n14543756,n14543552
60817,n04284869,n03621473
60818,n01127019,n01123598
60819,n14944888,n14682133
60820,n14944888,n14727670
60821,n10505347,n10626439
60822,n05909730,n05900430
60823,n08097222,n08149781
60824,n04136333,n04230808
60825,n00690281,n00671351
60826,n05315095,n05327134
60827,n03676087,n03714235
60828,n07563207,n07561112
60829,n09447806,n09272085
60830,n03927792,n03909160
60831,n00030358,n00029378
60832,n07516756,n07517737
60833,n13665256,n13662703
60834,n02395855,n02395694
60835,n06865049,n06864524
60836,n10192704,n10737860
60837,n01006675,n01002677
60838,n07599242,n07598734
60839,n10194566,n10379376
60840,n00268341,n00268112
60841,n01966961,n01939598
60842,n10560106,n09763784
60843,n09811712,n09610660
60844,n07664379,n07663592
60845,n03562958,n03740161
60846,n11520271,n11487950
60847,n02041492,n01507175
60848,n14310504,n14304060
60849,n05242396,n05241827
60850,n12299988,n11562747
60851,n08158314,n07971582
60852,n14212759,n14211609
60853,n05706954,n05706629
60854,n10360253,n10376523
60855,n07234881,n07241837
60856,n05903445,n05903229
60857,n00101191,n00100253
60858,n06530789,n06479665
60859,n08232410,n08231184
60860,n03104594,n04076846
60861,n04385272,n04180314
60862,n04968619,n04968426
60863,n09745636,n09738708
60864,n13312010,n13327896
60865,n05744288,n05739043
60866,n06196584,n06193203
60867,n10731560,n10521100
60868,n03653376,n04599396
60869,n12116583,n11556857
60870,n00769944,n00766234
60871,n03979212,n03090856
60872,n09744587,n09738708
60873,n13052248,n13049953
60874,n06398760,n06398401
60875,n13425245,n13497135
60876,n00304208,n00302394
60877,n06823102,n06820964
60878,n01600909,n01507175
60879,n06647036,n06798750
60880,n06248863,n05996646
60881,n09638569,n10323999
60882,n10537018,n10537107
60883,n06013584,n06012726
60884,n08500433,n00027167
60885,n08500433,n00028651
60886,n12317164,n11744859
60887,n14564165,n00024720
